name,college,url
"Natural Resources and Environmental Science: Climate and Energy Solutions Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29657
"Natural Resources and Environmental Science: Emerging Environmental Challenges Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29658
"Natural Resources and Environmental Science: Environmental Policy and Analysis Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29659
"Natural Resources and Environmental Science: Environmental Quality And Restoration Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29661
"Natural Resources and Environmental Science: Sustainability Science Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30982
"Natural Resources and Environmental Science: Watershed Management Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29660
Deans Scholar Certificate,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29924
Leadership Development Program Certificate,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31940
Data Driven Agriculture Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30908
International Studies in Agriculture Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29655
Natural Resources and Environmental Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31874
Plant Studies - Exploratory (Pre),College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30410
Pre-Veterinary Medicine,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30144
"Agricultural Systems Management, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29663
"Agricultural Systems Management: AgroSecurity, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30418
"Agricultural Systems Management: Data and Information Systems, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30406
"Agricultural Systems Management: Leadership and Management, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30407
"Agricultural Engineering, BSAGE",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29723
"Environmental and Natural Resources Engineering, BSAGE",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29724
"Biological Engineering, BSBE",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30435
Agricultural Systems Management Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29662
Pre-Agricultural and Biological Engineering,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30220
"Agribusiness: Agribusiness Management Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29665
"Agribusiness: Agricultural Finance Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29667
"Agribusiness: Agricultural Marketing Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29666
"Agribusiness: Commodity Marketing Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29668
"Agribusiness: Food Marketing Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29669
"Agricultural Economics: Applied Agricultural Economics Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29671
"Agricultural Economics: Data Analytics Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31099
"Agricultural Economics: Policy and Pre-Law Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31100
"Farm Management, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29672
"Sales and Marketing, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29673
Industrial Selling Certificate,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30253
Farm Management Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29664
Food and Agribusiness Management Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29699
Global Food and Agriculture Systems Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30408
"Agricultural Communication, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29654
"Agricultural Education, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29656
"Agronomy: Agronomic Business and Marketing Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29676
"Agronomy: Crop and Soil Management Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29677
"Agronomy: International Agronomy Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29678
"Applied Meteorology and Climatology, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29679
"Crop Science, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29680
"Digital Agronomy, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31769
"Plant Genetics, Breeding, and Biotechnology, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29681
"Soil and Water Sciences, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29682
Crop Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29674
Soil Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29675
"Animal Sciences: Animal Agribusiness Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29685
"Animal Sciences: Animal Production and Industry Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30984
"Animal Sciences: Behavior/Well-Being Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29686
"Animal Sciences: Biosciences Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29687
"Animal Sciences: Pre-Veterinary Medicine Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29688
Animal Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29684
"Biochemistry, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29692
"Biochemistry: Pre-Med Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29690
"Biochemistry: Pre-Vet Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29691
Biochemistry Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29689
Bioinformatics Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30912
"Plant Science, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29696
Plant Biology Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29693
Plant Pathology Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29694
Weed Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29695
"Insect Biology, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29698
Forensic Sciences Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31871
Insect Biology Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31872
"Fermentation Science, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31088
"Food Science, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29702
Fermentation Sciences Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30409
Food Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29700
Pet Food Processing Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29701
"Aquatic Sciences: Fisheries Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30411
"Aquatic Sciences: Marine and Freshwater Biology Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30412
"Wildlife, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29709
"Forestry: Forest Management Concentration, BSFOR",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30525
"Forestry: Forest Science Concentration, BSFOR",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30523
"Forestry: Sustainable Biomaterials Concentration, BSFOR",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30524
"Forestry: Urban Forestry, BSFOR",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30526
Aquatic Sciences Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30904
Digital Natural Resources Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31236
Forest Ecosystems Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30145
Furniture Design Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29703
Urban Forestry Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29706
Wildlife Science Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29707
Wood Products Manufacturing Technology Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29708
"Horticulture: Horticultural Production and Marketing Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29711
"Horticulture: Landscape Contracting and Management Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30427
"Horticulture: Landscape Design Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30413
"Horticulture: Landscape Enterprise Management Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29712
"Horticulture: Plant Science Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29713
"Horticulture: Public Horticulture Concentration, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29714
"Sustainable Food and Farming Systems, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29716
"Turf Management and Science, BS",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29683
"Landscape Architecture, BSLA",College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29715
Landscape Management and Turf Management Certificate,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30252
Horticulture Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29710
Landscape and Turf Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30167
Landscape Management Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31945
Sustainable Food and Farming Systems Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30930
Turf Management Minor,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30169
Pre-Landscape Architecture,College of Agriculture (Undergraduate),https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30219
"Accounting, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29759
"Business Analytics & Information Management, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30494
"Economics, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29761
"Finance, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29758
"General Management, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30247
"Integrated Business & Engineering, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30957
"Marketing, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29755
"Quantitative Business Economics, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30140
"Supply Chain & Operations Management, BS",Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30956
Accounting Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30907
Behavioral Economics Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31723
Business Economics Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30248
Economics Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29766
Finance Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31252
Human Resource Management Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31875
Management Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29764
Mathematical Economics Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30495
Real Estate Finance Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31156
Real Estate Minor,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31157
Pre-Accounting,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31893
Pre-Business Analytics & Information Management,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31894
Pre-Economics,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31895
Pre-Finance,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31896
Pre-General Management,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31897
Pre-Marketing,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31898
Pre-Quantitative Business Economics,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31851
Pre-Supply Chain & Operations Management,Mitch Daniels School of Business,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31899
"Elementary Education, BA",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30980
"English Education, BA",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30242
"General Education: Curriculum and Instruction, BA (non-licensure)",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29719
"Social Studies Education, BA",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29717
Global Studies Minor,College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31860
"General Education: Educational Studies, BA (non-licensure)",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29720
"Special Education Mild and Intense Intervention P to 12, BA",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31854
"Special Education/Elementary Education, BA",College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29721
Collaborative Leadership Certificate,College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29926
Learning Sciences in Educational Studies Minor,College of Education,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30171
Global Engineering Studies Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29722
Innovation and Transformational Change Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30336
First-Year Engineering,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30519
"Aeronautical and Astronautical Engineering, BSAAE",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30139
"Biomedical Engineering, BSBME",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29725
"Chemical Engineering, BSCHE",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29726
"Civil Engineering, BSCE",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29728
"Construction Engineering, BSCNE",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29729
Architectural Engineering Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29727
Construction Engineering Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30250
"Computer Engineering, BSCMPE",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31878
"Electrical Engineering, BSEE",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31879
Artificial Intelligence/Machine Learning Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31102
Electrical and Computer Engineering Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=29730
Microelectronics and Semiconductors Minor,College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=31229
"Interdisciplinary Engineering Studies/Engineering Science Studies Concentration, BS",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30926
"Interdisciplinary Engineering Studies/Pre-Med Concentration, BS",College of Engineering,https://catalog.purdue.edu/preview_degree_planner.php?catoid=17&poid=30431
